price,bedroom,hsize,lsize,location,facility
760000000 ,2,47,113,Sukun,
256500000 ,2,36,66,Pakis,4.0
750000000 ,3,50,75,Lowokwaru,4.0
900000000 ,3,80,114,Blimbing,
550000000 ,2,70,131,Lowokwaru,
1150000000 ,2,75,90,Sukun,
1300000000 ,3,100,190,Lowokwaru,4.0
335000000 ,2,52,84,Kedungkandang,
600000000 ,2,50,86,Blimbing,
780000000 ,3,110,91,Sukun,
2730000000 ,5,182,180,Blimbing,
4900000000 ,3,322,240,Blimbing,
850000000 ,2,54,74,Blimbing,4.0
1530000000 ,4,200,177,Lowokwaru,5.0
1200000000 ,4,100,162,Merjosari,5.0
575000000 ,2,50,70,Singosari,
770000000 ,2,45,89,Blimbing,2.0
1750000000 ,3,102,98,Lowokwaru,
700000000 ,4,135,98,Kedungkandang,5.0
650000000 ,2,70,165,Dau,
1800000000 ,4,190,216,Malang,
615000000 ,3,65,80,Dau,3.0
620000000 ,2,45,100,Lowokwaru,
455000000 ,2,45,72,Lowokwaru,1.0
2000000000 ,3,110,216,Malang,
3950000000 ,6,300,356,Malang,
1600000000 ,3,80,119,Lowokwaru,
2800000000 ,10,259,300,Blimbing,6.0
1800000000 ,4,145,180,Sukun,
1550000000 ,3,80,133,Lowokwaru,
250000000 ,2,30,63,Ploso,5.0
1100000000 ,3,70,106,Lowokwaru,
725000000 ,3,65,84,Blimbing,
3200000000 ,4,120,135,Klojen,
750000000 ,2,40,72,Lowokwaru,
1500000000 ,4,151,159,Malang,
1100000000 ,3,112,590,Pakis,
150000000 ,2,32,60,Karangploso,
575000000 ,2,83,83,Blimbing,
890000000 ,2,60,80,Malang,
700000000 ,2,63,98,Dau,4.0
2800000000 ,10,100,300,Blimbing,
900000000 ,2,40,96,Kedungkandang,
600000000 ,65,71,71,Blimbing,
1500000000 ,10,176,88,Merjosari,
1600000000 ,10,300,900,Malang,
365000000 ,2,36,60,Lowokwaru,
227000000 ,2,39,43,Pakis,3.0
1750000000 ,3,200,161,Blimbing,5.0
650000000 ,2,45,85,Tunggulwulung,6.0
800000000 ,2,60,254,Dau,2.0
225000000 ,2,36,73,Karangploso,
360000000 ,2,36,72,Lowokwaru,
5000000000 ,9,450,465,Malang,
3250000000 ,5,250,205,Malang,
1500000000 ,3,92,141,Lowokwaru,1.0
850000000 ,3,100,135,Malang,
900000000 ,3,120,212,Sukun,3.0
5000000000 ,4,280,320,Sukun,
250000000 ,2,30,63,Ploso,5.0
365000000 ,2,36,60,Blimbing,
725000000 ,3,65,84,Blimbing,
1000000000 ,2,100,140,Dieng,
349789500 ,2,36,65,Malang,7.0
750000000 ,2,40,72,Lowokwaru,
500000000 ,2,50,84,Malang,
775000000 ,3,90,69,MALANG,
1100000000 ,3,112,590,Pakis,
5200000000 ,4,280,345,Malang,
1600000000 ,3,160,155,Lawang,16.0
720000000 ,2,45,87,Malang,
400000000 ,2,60,60,Malang,6.0
5200000000 ,7,500,406,Blimbing,
675000000 ,3,83,96,Sembuluh,
7000000000 ,5,525,502,Indah,
1800000000 ,4,171,124,Sukun,
2800000000 ,10,100,300,Blimbing,
750000000 ,3,135,141,Pakis,
365000000 ,2,36,60,Lowokwaru,
350000000 ,2,36,60,Dau,
1400000000 ,4,129,200,MALANG,
596000000 ,2,60,82,Dau,4.0
800000000 ,2,48,87,Lowokwaru,
1650000000 ,3,160,170,Indah,5.0
281750000 ,2,36,103,Poncokusumo,3.0
7000000000 ,4,350,400,Sukun,
750000000 ,3,50,75,Lowokwaru,4.0
850000000 ,3,100,135,Malang,
1400000000 ,3,122,96,Kedungkandang,2.0
2500000000 ,6,200,225,Kedungkandang,
2500000000 ,3,275,216,Blimbing,
5500000000 ,6,200,338,Jingga,
545000000 ,3,55,70,Dau,6.0
2107000000 ,5,200,301,Lowokwaru,
290000000 ,3,60,70,Singosari,
2950000000 ,4,150,328,Pakis,
650000000 ,2,36,78,Purwodadi,2.0
538000000 ,3,65,72,Sukun,
700000000 ,4,160,1044,MALANG,
600000000 ,2,60,70,Blimbing,
7000000000 ,5,525,502,Indah,
990000000 ,3,100,72,Sukun,
575000000 ,2,55,72,Blimbing,
5500000000 ,5,350,322,Sukun,
3750000000 ,4,250,300,Buah-Buahan,
425000000 ,3,56,66,Dau,9.0
1750000000 ,3,130,209,Klojen,
1600000000 ,6,270,250,Lowokwaru,
3000000000 ,3,300,210,Blimbing,
1750000000 ,5,250,234,Lowokwaru,
1500000000 ,10,138,97,Blimbing,3.0
450000000 ,2,50,60,Lowokwaru,
314000000 ,2,30,60,Sukun,
2850000000 ,4,366,183,Shanta,
280000000 ,2,56,105,Kedungkandang,3.0
7000000000 ,4,350,400,Sukun,
7000000000 ,5,500,276,Kota,
2800000000 ,6,360,250,Sukun,
1400000000 ,3,122,96,Kedungkandang,2.0
2500000000 ,6,200,225,Kedungkandang,
243000000 ,2,32,54,Ploso,
15000000000 ,20,900,416,Malang,
545000000 ,3,55,70,Dau,6.0
1800000000 ,5,230,119,Lowokwaru,6.0
2950000000 ,4,150,328,Pakis,
2500000000 ,4,300,161,Lowokwaru,8.0
1600000000 ,300,,300,Blimbing,
650000000 ,2,36,78,Purwodadi,2.0
750000000 ,3,97,63,Blimbing,2.0
700000000 ,4,160,1044,MALANG,
750000000 ,3,97,63,Blimbing,2.0
590000000 ,3,70,57,Dau,6.0
350000000 ,2,40,66,Kedungkandang,
425000000 ,3,56,66,Dau,9.0
3750000000 ,4,250,300,Buah-Buahan,
243000000 ,2,32,54,Malang,11.0
300000000 ,2,40,84,Kedungkandang,
1900000000 ,8,180,209,Blimbing,
165000000 ,2,36,60,Pakisaji,
315000000 ,2,42,65,Kedungkandang,
1500000000 ,10,138,97,Blimbing,3.0
365000000 ,2,52,84,Kedungkandang,
450000000 ,2,50,60,Lowokwaru,
425000000 ,2,40,71,Dau,
2850000000 ,4,366,183,Shanta,
475000000 ,2,46,70,Dau,1.0
775000000 ,2,60,120,Bayur,4.0
2800000000 ,6,360,250,Sukun,
800000000 ,3,50,112,Dinoyo,
15000000000 ,20,900,416,Malang,
2500000000 ,7,630,315,Blimbing,
11500000000 ,4,350,578,Klojen,
800000000 ,2,48,87,Sukun,
850000000 ,3,110,110,Ploso,
550000000 ,3,65,64,Dau,4.0
2500000000 ,4,300,161,Lowokwaru,8.0
1600000000 ,300,,300,Blimbing,
325000000 ,2,36,60,Dau,
330000000 ,2,38,60,Dau,
8000000000 ,4,500,525,Klojen,
3000000000 ,6,230,301,Merjosari,
1300000000 ,2,76,135,Klojen,
6000000000 ,6,250,318,Klojen,
11000000000 ,3,400,600,Klojen,
10500000000 ,13,500,632,Klojen,6.0
930000000 ,3,80,111,Lowokwaru,
238000000 ,2,39,46,Pakis,4.0
585380000 ,2,90,45,Dau,1.0
3500000000 ,6,300,180,Lowokwaru,
850000000 ,3,50,84,Dau,2.0
315000000 ,2,42,65,Kedungkandang,
725000000 ,2,75,75,Dinoyo,
365000000 ,2,52,84,Kedungkandang,
892343000 ,3,80,111,Dinoyo,4.0
475000000 ,2,46,70,Dau,1.0
750000000 ,3,80,75,Madu,2.0
775000000 ,2,60,120,Bayur,4.0
625000000 ,3,47,120,Lowokwaru,4.0
6250000000 ,5,500,360,Blimbing,
2000000000 ,4,150,205,Lowokwaru,
550000000 ,3,65,64,Dau,4.0
600000000 ,2,70,92,MALANG,
3500000000 ,4,250,300,Lowokwaru,
3000000000 ,6,230,301,Merjosari,
225000000 ,2,36,48,Kedungkandang,
265000000 ,2,50,50,karangploso-batu,8.0
1650000000 ,3,150,160,Blimbing,1.0
415000000 ,2,40,70,Dinoyo,
199000000 ,2,21,66,Karangploso,
700000000 ,3,80,84,Hatta,
300000000 ,2,40,68,Lesanpuro,1.0
325000000 ,3,50,74,Singosari,7.0
238000000 ,2,39,46,Pakis,4.0
545000000 ,3,58,66,Merjosari,9.0
7000000000 ,27,600,380,Mendut,
1250000000 ,3,150,101,Dinoyo,
225000000 ,2,36,60,Singosari,
1530000000 ,4,200,177,Lowokwaru,5.0
3300000000 ,3,115,135,Klojen,2.0
2500000000 ,7,350,214,Blimbing,
5750000000 ,3,257,384,Blimbing,
1100000000 ,4,160,126,Lowokwaru,
480000000 ,2,45,77,Merjosari,
394000000 ,2,72,72,Lawang,10.0
2000000000 ,3,150,220,Blimbing,
1000000000 ,9,240,120,Dau,
300000000 ,2,77,77,Bululawang,
170000000 ,2,28,60,Ploso,5.0
525000000 ,2,54,72,Lowokwaru,
1300000000 ,4,100,128,Dieng,
4500000000 ,5,300,395,Blimbing,
1030000000 ,2,117,127,Malang,
1100000000 ,3,122,184,Dau,
2400000000 ,5,270,160,Blimbing,1.0
15000000000 ,4,550,496,Blimbing,
13000000000 ,8,400,1000,Malang,
850000000 ,3,93,93,Blimbing,1.0
465000000 ,3,95,140,Kepanjen,4.0
1300000000 ,3,200,176,Malang,
5000000000 ,7,800,900,tidar,12.0
3550000000 ,5,400,240,Malang,
5415000000 ,5,274,264,Sukun,
380000000 ,2,36,60,Dau,
550000000 ,3,56,70,Dau,
12500000000 ,5,900,335,Blimbing,
889000000 ,3,120,180,Malang,
2400000000 ,4,250,200,Blimbing,
7000000000 ,4,500,450,Blimbing,
465000000 ,3,95,140,Kepanjen,10.0
5000000000 ,5,345,404,Blimbing,
5000000000 ,6,350,555,Araya,
335000000 ,3,52,84,Kedungkandang,
1300000000 ,4,170,96,Malang,
1800000000 ,5,250,131,Blimbing,3.0
20000000000 ,3,250,549,Blimbing,
17000000000 ,4,750,645,Blimbing,3.0
938000000 ,3,63,82,Sukun,
1100000000 ,4,160,126,Lowokwaru,
380000000 ,3,60,60,Malang,
850000000 ,4,80,159,Blimbing,
3000000000 ,3,225,225,Malang,
2400000000 ,5,270,160,Blimbing,1.0
15000000000 ,4,550,496,Blimbing,
7000000000 ,6,299,1446,Malang,
286000000 ,1,22,72,Kedungkandang,
700000000 ,4,164,82,Pakis,4.0
10000000000 ,7,750,645,Sulfat,
525000000 ,3,70,100,Lowokwaru,
1600000000 ,3,100,161,Pakis,
450000000 ,2,72,72,Kedungkandang,2.0
3750000000 ,3,375,250,Blimbing,
12500000000 ,5,900,335,Blimbing,
2400000000 ,3,90,123,Lowokwaru,
900000000 ,3,70,147,Blimbing,
261544800 ,2,80,80,Kedungkandang,
1180000000 ,4,114,97,Blimbing,1.0
2999000000 ,7,400,336,Hatta,
975000000 ,2,66,90,Blimbing,
10000000000 ,4,400,505,Lowokwaru,
2400000000 ,4,250,200,Blimbing,
355000000 ,2,45,70,Lesanpuro,
335000000 ,3,52,84,Kedungkandang,
499000000 ,2,38,63,Malang,
5500000000 ,4,375,450,Klojen,
3500000000 ,5,400,350,Lowokwaru,
17500000000 ,40,2000,1100,Lowokwaru,
1500000000 ,3,275,157,Klojen,
2500000000 ,4,200,240,Klojen,
850000000 ,4,80,159,Blimbing,
2580000000 ,4,260,157,Blimbing,1.0
220000000 ,2,36,60,Malang,
4200000000 ,3,244,240,Blimbing,
700000000 ,4,164,82,Pakis,4.0
660000000 ,3,60,98,Malang,
450000000 ,2,72,72,Kedungkandang,2.0
254000000 ,2,36,79,Kepanjen,
875000000 ,4,125,256,Malang,
8500000000 ,6,290,493,Klojen,
135000000 ,2,36,60,Sukun,
245000000 ,2,36,90,Ploso,13.0
535000000 ,2,36,83,Jl.arumba,2.0
1180000000 ,4,114,97,Blimbing,1.0
2999000000 ,7,400,336,Hatta,
3500000000 ,5,250,364,Klojen,
5500000000 ,5,500,375,Blimbing,
400000000 ,2,49,75,Arjowinangun,
355000000 ,2,45,70,Lesanpuro,
235000000 ,2,40,72,Tajinan,5.0
5000000000 ,3,240,498,Araya,
2900000000 ,10,500,1115,Mondoroko,
499000000 ,2,38,63,Malang,
1600000000 ,11,240,140,Dinoyo,
5500000000 ,4,375,450,Klojen,
442000000 ,50,78,78,Malang,
878000000 ,2,70,96,Sukun,2.0
3900000000 ,8,315,431,Malang,
2500000000 ,4,200,240,Klojen,
277000000 ,2,30,63,Buring,
7000000000 ,5,350,400,Sukun,6.0
3250000000 ,4,264,280,Sukun,
787000000 ,2,54,94,Sukun,2.0
885000000 ,4,110,115,Lowokwaru,
18500000000 ,13,1200,679,Lowokwaru,
1200000000 ,10,120,120,Lowokwaru,18.0
1100000000 ,3,120,203,Lowokwaru,
7000000000 ,9,650,398,Dau,
500000000 ,2,50,130,Pakis,
6000000000 ,6,250,657,Lowokwaru,7.0
1100000000 ,4,91,180,Blimbing,7.0
5000000000 ,3,350,450,Dieng,
670000000 ,3,65,90,Dau,9.0
5200000000 ,3,350,203,Klojen,
1100000000 ,4,90,177,Sukun,2.0
1500000000 ,4,350,234,Singosari,
6000000000 ,11,300,535,Malang,7.0
3150000000 ,6,350,200,Blimbing,
2600000000 ,4,200,200,Blimbing,
3000000000 ,4,220,460,Lowokwaru,
950000000 ,4,160,184,Tunggulwulung,4.0
485000000 ,4,150,80,Ploso,
,3,36,76,Kedungkandang,
550000000 ,2,80,80,Blimbing,
5500000000 ,5,500,375,Blimbing,
594000000 ,2,745,100,Blimbing,2.0
2100000000 ,4,280,250,Blimbing,
775000000 ,2,45,87,Dau,1.0
1550000000 ,3,98,153,Blimbing,
1550000000 ,9,140,268,Klojen,5.0
275000000 ,2,40,60,Kedungkandang,9.0
3500000000 ,6,300,250,Malang,
458000000 ,2,45,77,Pakis,8.0
12000000000 ,7,960,602,Blimbing,
1590000000 ,2,30,60,Klojen,
1900000000 ,5,250,131,Blimbing,3.0
5550000000 ,6,500,375,Blimbing,
2250000000 ,4,320,254,Dinoyo,
875000000 ,3,110,117,Blimbing,
3500000000 ,4,264,280,Lowokwaru,
549000000 ,2,55,60,Pangestu,3.0
5000000000 ,5,400,586,Lowokwaru,
3500000000 ,8,375,220,Blimbing,
1700000000 ,6,400,926,Lowokwaru,
750000000 ,3,150,150,Lowokwaru,
1500000000 ,4,150,156,Pakis,
675000000 ,3,70,103,Blimbing,
600000000 ,2,40,72,Lowokwaru,
850000000 ,2,73,106,Malang,
7000000000 ,11,500,600,Shanta,
1500000000 ,4,150,200,Araya,
575000000 ,3,140,86,Kedungkandang,
750000000 ,5,150,121,Sulfat,
975000000 ,3,80,66,Malang,2.0
1700000000 ,2,150,257,Pakis,2.0
575000000 ,3,140,86,Kedungkandang,
675000000 ,2,36,91,Blimbing,2.0
1200000000 ,3,125,126,Blimbing,9.0
5000000000 ,3,250,277,Malang,
1500000000 ,3,100,135,Dau,8.0
1500000000 ,4,160,91,Lowokwaru,7.0
475000000 ,2,84,84,Dau,
2700000000 ,3,140,261,Lowokwaru,6.0
2500000000 ,4,220,280,Blimbing,
15000000000 ,1,500,549,Klojen,
219000000 ,2,36,66,Ploso,
7750000000 ,4,300,250,Malang,
325000000 ,2,60,60,Malang,1.0
2580000000 ,4,260,157,Lowokwaru,
9800000000 ,14,450,505,Malang,
3500000000 ,8,375,220,Blimbing,
6500000000 ,4,350,289,Buah-Buahan,
675000000 ,3,70,103,Blimbing,
1000000000 ,2,80,107,Blimbing,
950000000 ,2,200,127,Karangbesuki,5.0
650000000 ,3,110,54,Tunjungsekar,
300000000 ,2,48,60,Arjowinangun,4.0
225000000 ,2,36,60,Singosari,
400000000 ,2,33,60,Dau,
575000000 ,3,140,86,Kedungkandang,
650000000 ,5,160,96,Pakis,
950000000 ,3,120,99,Blimbing,
3050000000 ,3,150,183,Lowokwaru,
5000000000 ,4,167,673,Lowokwaru,
442000000 ,2,50,78,Tlogowaru,6.0
1500000000 ,3,100,135,Dau,8.0
170000000 ,2,28,60,Ploso,
1600000000 ,3,125,125,Klojen,3.0
330000000 ,2,36,60,Kedungkandang,22.0
450000000 ,2,45,60,Merjosari,7.0
1800000000 ,3,145,180,Klojen,
1700000000 ,6,500,926,Lowokwaru,
8000000000 ,3,350,641,Blimbing,
15000000000 ,49,1000,700,Blimbing,
3250000000 ,4,270,215,malang,
669000000 ,2,48,78,Sukun,2.0
16000000000 ,8,700,500,Sukun,13.0
3700000000 ,5,300,200,Lowokwaru,4.0
990000000 ,3,100,72,Sukun,2.0
1700000000 ,5,400,985,Blimbing,5.0
5000000000 ,3,410,270,Lowokwaru,
550000000 ,3,125,68,Singosari,
625000000 ,3,47,121,Lowokwaru,4.0
650000000 ,4,150,93,Malang,1.0
1900000000 ,14,180,180,Lowokwaru,
795000000 ,2,70,83,Blimbing,
1600000000 ,3,140,116,Lowokwaru,
950000000 ,2,200,127,Karangbesuki,5.0
950000000 ,2,65,84,Malang,
160000000 ,2,30,60,Pakisaji,2.0
790000000 ,3,70,98,Blimbing,
135000000 ,2,36,60,Sukun,
885000000 ,3,130,100,Klojen,2.0
1900000000 ,4,150,170,Lowokwaru,
200000000 ,2,36,72,Wagir,7.0
799000000 ,4,160,84,Blimbing,
1150000000 ,3,120,145,Pakis,4.0
5500000000 ,6,350,620,Sukun,
3500000000 ,5,200,4884,Malang,
4500000000 ,5,250,580,Lowokwaru,4.0
325000000 ,2,36,75,Blimbing,6.0
12500000000 ,3,225,528,Penanggungan,
1200000000 ,3,136,136,Pakis,
350000000 ,2,38,60,Dau,
990000000 ,3,100,72,Sukun,2.0
750000000 ,2,55,84,Blimbing,
1700000000 ,5,400,985,Blimbing,5.0
670000000 ,3,60,60,Malang,6.0
1600000000 ,3,114,114,Pakis,
750000000 ,2,105,105,Sukun,
375000000 ,3,65,90,Ploso,
290000000 ,2,36,55,Ploso,
1200000000 ,2,70,120,Klojen,
1600000000 ,3,140,116,Lowokwaru,
975000000 ,3,77,97,Lowokwaru,7.0
425000000 ,2,45,81,Malang,
1800000000 ,5,270,135,Malang,
1800000000 ,3,120,240,Blimbing,9.0
1200000000 ,2,120,108,Blimbing,
3200000000 ,3,200,216,Lowokwaru,
950000000 ,3,90,124,Blimbing,
295000000 ,2,42,70,Kedungkandang,
400000000 ,3,50,63,Lowokwaru,
565000000 ,2,43,70,Blimbing,3.0
1600000000 ,3,98,136,Blimbing,
490500000 ,2,50,55,Madu,
1200000000 ,3,105,84,Lowokwaru,
3200000000 ,2,230,264,Blimbing,
975000000 ,2,70,90,Malang,
5500000000 ,5,280,407,Blimbing,2.0
5000000000 ,4,350,396,Klojen,4.0
1000000000 ,5,90,175,Blimbing,
12000000000 ,6,500,500,Sukun,
300000000 ,2,36,72,Pakis,
550000000 ,3,65,81,Merjosari,
7000000000 ,5,350,400,Sukun,3.0
1600000000 ,4,250,180,Blimbing,1.0
725000000 ,3,75,79,Blimbing,
375000000 ,2,40,85,Lesanpuro,
550000000 ,3,90,119,Pakis,
465000000 ,3,50,83,Dau,7.0
5550000900 ,6,200,338,Lowokwaru,
530000000 ,2,48,60,Tunggulwulung,6.0
250000000 ,2,30,75,malang,9.0
282000000 ,2,30,60,Sukun,
1250000000 ,3,100,130,Lowokwaru,
1059000000 ,2,75,100,Bunulrejo,5.0
900000000 ,2,45,136,Lowokwaru,
399000000 ,2,55,78,Lowokwaru,1.0
5000000000 ,3,410,270,Lowokwaru,
199000000 ,1,21,66,Madu,7.0
1480000000 ,3,170,198,Blimbing,
750000000 ,3,144,234,PAKIS,
2000000000 ,12,200,110,Lowokwaru,6.0
499500000 ,2,50,60,Hatta,
600000000 ,65,71,71,Pandanwangi,
519000000 ,3,70,70,Dinoyo,9.0
2600000000 ,5,180,168,Araya,
900000000 ,3,100,120,Blimbing,
3100000000 ,3,275,225,Blimbing,
5000000000 ,4,350,396,Klojen,4.0
1000000000 ,5,90,175,Blimbing,
300000000 ,2,36,72,Pakis,
325000000 ,2,36,75,Blimbing,6.0
550000000 ,3,65,81,Merjosari,
7000000000 ,5,350,400,Sukun,3.0
1600000000 ,4,250,180,Blimbing,1.0
600000000 ,2,45,86,Blimbing,2.0
725000000 ,3,75,79,Blimbing,
375000000 ,2,40,85,Lesanpuro,
550000000 ,3,90,119,Pakis,
375000000 ,3,65,90,Ploso,
465000000 ,3,50,83,Dau,7.0
530000000 ,2,48,60,Tunggulwulung,6.0
250000000 ,2,30,75,malang,9.0
3500000000 ,8,220,375,Blimbing,
1250000000 ,3,100,130,Lowokwaru,
1059000000 ,2,75,100,Bunulrejo,5.0
900000000 ,2,45,136,Lowokwaru,
399000000 ,2,55,78,Lowokwaru,1.0
5000000000 ,3,410,270,Lowokwaru,
1480000000 ,3,170,198,Blimbing,
750000000 ,3,144,234,PAKIS,
2000000000 ,12,200,110,Lowokwaru,6.0
499500000 ,2,50,60,Hatta,
7200000000 ,19,666,1251,Malang,1.0
2600000000 ,5,180,168,Araya,
900000000 ,3,100,120,Blimbing,
450000000 ,2,36,73,Blimbing,6.0
3100000000 ,3,275,225,Blimbing,
650000000 ,2,80,91,Malang,
2000000000 ,6,300,200,Sukun,
820000000 ,3,75,105,Barat,
900000000 ,2,71,98,Sukun,
1150000000 ,3,125,102,Blimbing,
1750000000 ,4,200,124,Lowokwaru,2.0
2300000000 ,3,250,300,Blimbing,7.0
7250000000 ,5,360,392,Blimbing,
1500000000 ,3,65,105,Malang,4.0
3255000000 ,3,180,205,Tidar,
1350000000 ,3,135,119,Blimbing,
1375000000 ,5,150,110,Hatta,
2500000000 ,4,212,240,Araya,
1650000000 ,4,150,3,Tidar,
1100000000 ,3,90,126,Blimbing,
5100000000 ,7,400,328,Malang,3.0
1200000000 ,2,45,90,Kota,
650000000 ,3,112,112,Ploso,
550000000 ,2,72,84,Sukun,
1500000000 ,3,250,91,Sukun,
560000000 ,2,48,71,Malang,11.0
1600000000 ,6,400,143,Blimbing,
1800000000 ,5,189,200,Sukun,
1100000000 ,2,60,98,Sukun,
1800000000 ,5,160,183,Malang,
4000000000 ,6,256,345,Malang,
2500000000 ,4,400,285,Dieng,
368000000 ,2,74,40,Karangploso,
5500000000 ,4,300,435,Shanta,
7500000000 ,6,462,831,Blimbing,
5000000000 ,8,300,449,Blimbing,3.0
2500000000 ,6,200,260,Malang,
1725000000 ,4,150,140,Blimbing,
3050000000 ,3,250,226,Lowokwaru,3.0
1900000000 ,8,180,209,Lowokwaru,4.0
4000000000 ,3,360,266,Lowokwaru,4.0
975000000 ,3,66,96,Lowokwaru,
449000000 ,3,65,60,Pakis,
3000000000 ,4,160,220,Sukun,
2500000000 ,3,268,268,Lowokwaru,1.0
1950000000 ,7,170,170,Dieng,
595000000 ,4,135,84,Sukun,
2500000000 ,4,250,300,Blimbing,
535000000 ,2,57,60,Malang,11.0
750000000 ,2,36,78,Sukun,
2300000000 ,5,285,208,Blimbing,
2500000000 ,3,150,236,Dau,
8600000000 ,4,600,476,Gunung-gunung,
900000000 ,3,93,49,Malang,1.0
2100000000 ,3,240,180,Araya,
1100000000 ,4,148,197,Blimbing,
5250000000 ,4,380,420,Sukun,
395000000 ,2,55,65,Malang,5.0
2600000000 ,5,250,240,Blimbing,
2200000000 ,4,130,145,Lowokwaru,
6000000000 ,6,601,401,Blimbing,4.0
7000000000 ,2,511,511,Kota,
2450000000 ,4,200,200,Blimbing,7.0
1800000000 ,4,180,200,Lowokwaru,
875000000 ,2,140,74,Sukun,
350000000 ,2,40,60,Pakis,9.0
875000000 ,2,90,90,Blimbing,
390000000 ,2,65,65,),
550000000 ,2,45,72,Malang,
613000000 ,2,42,69,Lowokwaru,
1950000000 ,4,150,216,Blimbing,
1700000000 ,3,145,126,Blimbing,1.0
400000000 ,2,45,100,Dau,4.0
2100000000 ,8,200,283,Sengkaling,
550000000 ,2,60,78,Sukun,
550000000 ,2,60,84,Blimbing,
2411000000 ,3,144,187,Tidar,
1100000000 ,2,47,96,Kedungkandang,
650000000 ,2,50,80,Hatta,
2800000000 ,4,280,466,Blimbing,
2000000000 ,3,200,240,Blimbing,4.0
425000000 ,2,54,72,Sukun,
1200000000 ,5,140,125,Blimbing,
400000000 ,2,75,75,Lowokwaru,
525000000 ,2,45,92,Dau,2.0
2000000000 ,3,200,240,Malang,
725000000 ,5,120,126,Malang,2.0
1200000000 ,10,200,128,Sukun,
698000000 ,3,57,77,Dau,10.0
369000000 ,3,60,50,Dau,
575000000 ,2,70,114,Malang,
400000000 ,3,65,60,Pakis,
1800000000 ,5,170,200,Araya,
2300000000 ,4,160,146,Malang,
1295000000 ,3,120,126,Lowokwaru,
2100000000 ,4,200,174,Lowokwaru,
426062500 ,2,39,60,Lowokwaru,1.0
850000000 ,2,70,90,Blimbing,
3200000000 ,4,165,144,Lowokwaru,
1200000000 ,2,100,120,Malang,3.0
1100000000 ,4,90,117,Sukun,2.0
650000000 ,2,54,88,Blimbing,5.0
6300000000 ,6,450,375,Blimbing,3.0
587000000 ,2,50,71,Madu,
2150000000 ,4,200,100,Klojen,
5500000000 ,4,350,450,Malang,4.0
850000000 ,2,54,108,Pakis,3.0
284000000 ,2,38,60,Pakis,19.0
244000000 ,2,38,60,Pakis,
272000000 ,2,30,64,Kedungkandang,3.0
400000000 ,3,65,60,Pakis,
525000000 ,2,45,92,Dau,2.0
4500000000 ,7,500,531,Blimbing,
1800000000 ,3,200,160,Pakis,
290000000 ,2,25,70,Malang,4.0
1900000000 ,10,420,420,Pakis,
350000000 ,2,36,72,Kedungkandang,6.0
200000000 ,2,30,66,Kedungkandang,
4300000000 ,4,300,354,Klojen,
860000000 ,3,77,99,Tunggulwulung,8.0
900000000 ,3,80,70,Kota,
3500000000 ,6,149,339,Sukun,2.0
2000000000 ,8,300,184,Blimbing,
1050000000 ,3,105,98,Blimbing,3.0
850000000 ,2,50,105,Tidar,
560000000 ,3,54,91,Dau,4.0
4000000000 ,4,400,450,Indah,
850000000 ,3,166,83,MALANG,
992000000 ,2,75,92,Blimbing,10.0
200000000 ,2,30,60,Kedungkandang,8.0
180600000 ,2,30,60,Bululawang,6.0
1000000000 ,9,240,120,Dau,3.0
2800000000 ,6,250,296,Malang,
995000000 ,3,90,98,Blimbing,
1300000000 ,2,50,90,Lowokwaru,
2000000000 ,7,292,175,Blimbing,3.0
229000000 ,2,40,72,Ploso,
399000000 ,2,50,72,Ploso,
304000000 ,2,45,84,Batu,1.0
600000000 ,2,50,60,Ploso,
1700000000 ,3,150,132,Malang,
400000000 ,3,65,60,Blimbing,
228000000 ,1,27,66,Lowokwaru,7.0
1300000000 ,3,130,125,Blimbing,
505000000 ,2,60,143,Sukun,6.0
5200000000 ,5,375,418,Araya,
3500000000 ,6,300,4001,Blimbing,
800000000 ,2,75,75,Blimbing,2.0
1250000000 ,2,76,130,Malang,
575000000 ,2,100,60,Ploso,11.0
350000000 ,2,36,69,Lawang,8.0
200000000 ,2,30,60,Karangploso,
345000000 ,2,38,63,Sukun,9.0
1250000000 ,4,104,71,Lowokwaru,
1600000000 ,5,111,180,Malang,
595000000 ,2,84,84,Malang,
500000000 ,2,60,72,Malang,
850000000 ,3,166,83,MALANG,
992000000 ,2,75,92,Blimbing,10.0
500000000 ,2,40,72,Pakis,
2800000000 ,6,250,296,Malang,
1300000000 ,2,50,90,Lowokwaru,
9000000000 ,8,825,600,Blimbing,10.0
3700000000 ,33,600,284,Klojen,
375000000 ,2,40,90,Malang,6.0
689000000 ,2,45,84,Blimbing,
680000000 ,2,45,72,Dau,
950000000 ,3,200,84,Lowokwaru,
4250000000 ,5,800,509,Klojen,
404000000 ,2,48,66,Lowokwaru,9.0
228000000 ,1,27,66,Lowokwaru,7.0
505000000 ,2,60,143,Sukun,6.0
5200000000 ,5,375,418,Araya,
7000000000 ,8,350,389,Lowokwaru,
435000000 ,2,50,83,Kedungkandang,
800000000 ,2,75,75,Blimbing,2.0
1250000000 ,2,76,130,Malang,
5500000000 ,3,350,450,Sukun,
5200000000 ,4,410,375,Blimbing,
420000000 ,2,84,84,Malang,
850000000 ,3,60,60,Blimbing,6.0
345000000 ,2,38,63,Sukun,9.0
3900000000 ,8,315,431,Lowokwaru,
219000000 ,2,36,66,Ploso,
1299000000 ,3,102,91,Kedungkandang,2.0
500000000 ,2,60,72,Malang,
